,id,relationship_type,first_name,last_name,address_line_1,address_line_2,address_city,address_state,address_zipcode,address_lat,address_lng,gender,race,marital_status,us_citizen,phone_number,dob
14,14,1,Leigh,Rawls,814 Keswick Boulevard,,Louisville,KY,40217,38.218157,-85.74302399999999,1,4,Single,0,0395891161,1965-12-23
15,15,2,Marla,Smith,8 Elmwood Drive,,Rutland,VT,05701,43.6052899,-72.950439,0,2,Divorced,1,9693852147,1940-02-11
16,16,1,Roni,Cantrell,8101 Vaughn Road,,Montgomery,AL,36117,32.3409202,-86.17272229999999,0,1,Divorced,1,3812912616,1953-01-14
17,17,2,Chuck,Connor,517 West 33rd Street,,Savannah,GA,31415,32.0619067,-81.1050125,1,0,Widowed,0,9089127529,1964-03-07
18,18,3,Richard,Damour,40700 Penn Lane,,Fremont,CA,94538,37.540659,-121.957693,1,3,Married,0,8870103565,1995-02-21
19,19,2,Rosemary,Robinson,702 Plantation Circle,,Panama City,FL,32404,30.128327,-85.5571499,0,1,Divorced,0,6982719413,1988-07-08
20,20,0,Herman,Scott,3604 Ridgehaven Drive,,Midwest City,OK,73110,35.4767103,-97.4018785,0,2,Divorced,0,9992548616,1941-05-15
21,21,0,Lindsay,Sherry,7785 Montgomery Mews Court,,Severn,MD,21144,39.142525,-76.68358599999999,0,0,Separated,1,8840592902,1969-12-09
22,22,2,Kenneth,Gordon,4319 West Claremont Street,,Glendale,AZ,85301,33.528782,-112.152664,1,0,Single,0,0536167343,1989-12-25
23,23,3,Arlene,Massey,6412 Lenawee Street,,Panama City,FL,32404,30.140945,-85.5790169,0,0,Divorced,1,9200523709,1980-02-24
24,24,3,Margaret,Jose,1823 North Munchkin Lane,,Fayetteville,AR,72704,36.0874669,-94.236992,0,0,Married,1,0689625802,1970-12-23
25,25,1,Erika,Mathis,57 Pierpoint Avenue,,Rutland,VT,05701,43.610605,-72.99176059999999,0,1,Separated,1,5056758402,1981-09-04
26,26,1,William,Gansen,480 Keene Road,,Walden,VT,05836,44.4879516,-72.2823264,0,3,Separated,1,7912067939,1953-07-11
27,27,2,Scott,Walden,3208 Southwest 65th Street,,Oklahoma City,OK,73159,35.4007238,-97.57232789999999,0,0,Widowed,1,6730209971,1966-11-03
28,28,3,Kristina,Sawyer,226 Tranquility Lane,,Saint Albans Town,VT,05488,44.8389381,-73.18372149999999,0,1,Single,1,5592086351,1971-09-25
29,29,2,Sean,Spasiano,3404 Lakeside Drive,,Anchorage,AK,99515,61.131176,-149.943144,0,3,Married,0,7116613885,1974-01-05
30,30,3,Joanne,Monty,4255 Tanager Common,,Fremont,CA,94555,37.5738888,-122.0460256,1,1,Widowed,0,1194209285,1984-03-15
31,31,3,Gertrude,Zellmer,702 Plantation Circle,,Panama City,FL,32404,30.128327,-85.5571499,0,1,Married,0,3044255409,1969-02-15
32,32,0,John,Hugle,2035 Ninth Street,R A,Berkeley,CA,94710,37.8676351,-122.2938418,0,3,Married,1,7304378346,1953-10-13
33,33,2,Brenda,Hoyle,5688 Johnson Court,,Arvada,CO,80002,39.798419,-105.109316,1,2,Divorced,1,4527437539,1999-01-01
34,34,3,Jessica,Hanna,17361 Baronoff Avenue,,Anchorage,AK,99577,61.314642,-149.557618,1,1,Single,0,4297891346,1948-11-19
35,35,2,Samuel,Wise,1825 Woodland Farms Court,,Nashville,TN,37138,36.228175,-86.59472699999999,0,3,Divorced,1,7734301268,1945-02-14
36,36,0,Ben,Burnell,7003 9th Street Northwest,,Washington,DC,20012,38.9749667,-77.0253871,0,2,Divorced,0,7643800953,1944-02-02
37,37,1,Nancy,Hernandez,220 Avenue B,,Williston,VT,05495,44.4635154,-73.12759419999999,0,2,Single,1,4654557951,1978-07-05
38,38,0,Dorothy,Smsith,50 Winthrop Avenue,,Lawrence,MA,01843,42.6921058,-71.15260479999999,1,3,Divorced,1,5340592364,1949-03-14
39,39,0,Frank,Snyder,146 Walnut Street,,Manchester,CT,06040,41.769463,-72.53650979999999,0,4,Single,0,1373737136,1965-09-13
40,40,0,Edith,Bland,6005 Tamarack Drive,,Montgomery,AL,36117,32.414472,-86.19744999999999,1,3,Single,1,8399793076,1958-05-10
41,41,1,Dawn,May,122 East Hayes Street,,Norman,OK,73069,35.232121,-97.445053,0,4,Divorced,0,9267492371,1964-10-10
42,42,2,Lloyd,Person,3620 Bentfield Drive,,Nashville,TN,37013,36.045177,-86.620921,1,4,Separated,0,9616838116,1999-12-11
43,43,3,Brian,Boston,202 Winston Road,,Pasadena,MD,21122,39.155447,-76.51898790000001,1,0,Single,0,8835833243,1985-02-23
44,44,0,Eva,Trabert,6049 Quail Street,,Arvada,CO,80004,39.806876,-105.1239949,1,3,Divorced,1,7868849839,1974-12-05
45,45,2,Lisa,Buggie,6534 Benton Circle,,Arvada,CO,80003,39.815171,-105.057149,0,3,Single,0,1741772975,1962-04-15
46,46,0,David,Bristol,19 Murray Road,,Essex,VT,05452,44.501023,-73.124143,0,1,Married,0,0755684007,1995-06-11
47,47,3,Gary,Pepper,141 Lavigne Road,,Colchester,VT,05446,44.52947899999999,-73.200469,1,2,Separated,1,4205747762,1979-11-09
48,48,3,Jenna,Wilcox,7851 Snow View Drive,,Anchorage,AK,99507,61.149614,-149.8234019,0,1,Single,0,9514194734,1965-03-25
49,49,0,Robert,Johnson,1101 West 48th Street,,Savannah,GA,31405,32.0519185,-81.1162954,0,4,Divorced,0,3449802778,1964-02-18
50,50,3,Rickie,Hinds,6244 Sun River Drive,,Sacramento,CA,95824,38.512894,-121.41258,1,3,Married,0,8187177039,1975-10-08
51,51,1,Dean,Debarge,835 Shiloh Court,,Redding,CA,96003,40.620584,-122.368137,1,1,Divorced,0,9639398711,1973-04-19
52,52,0,David,Mullett,2426 East Onyx Trail,#6,Fayetteville,AR,72701,36.065707,-94.1276125,0,2,Separated,0,9238820760,1956-10-09
53,53,0,Harry,Giannotti,6234 West Behrend Drive,#1134,Glendale,AZ,85308,33.6663894,-112.1940529,1,2,Divorced,1,9675838881,1992-09-17
54,54,3,Helen,Sharpe,10725 Sunset Boulevard,,Spencer,OK,73084,35.564321,-97.339423,0,3,Married,0,5012946172,1972-09-23
55,55,2,Abel,Conboy,9 Pierce Road,,Watertown,MA,02472,42.380059,-71.19283399999999,0,2,Divorced,1,4574895383,1955-05-02
56,56,1,Michael,Reid,212 Burk Way,,Del City,OK,73115,35.46132360000001,-97.45096050000001,0,2,Widowed,1,4368187957,1974-07-23
57,57,0,Rachel,Webb,3320 Peterkin Avenue,,Anchorage,AK,99508,61.22569499999999,-149.818735,0,2,Single,1,3149622036,1961-06-07
58,58,1,Timothy,King,5722 8th Street Northwest,,Washington,DC,20011,38.959305,-77.024463,1,2,Divorced,0,3946041189,1967-08-12
59,59,3,Ryan,Murray,1612 Beech Street,,Louisville,KY,40211,38.2296247,-85.805719,0,3,Widowed,1,0879262605,1940-06-22
60,60,2,James,Willis,650 Malvern Street,,Montgomery,AL,36108,32.353324,-86.317742,1,0,Divorced,1,3650863879,1996-11-19
61,61,1,Dawn,Harris,5811 Crossings Boulevard,,Nashville,TN,37013,36.0370847,-86.6413728,0,3,Divorced,1,6091785393,1942-05-12
62,62,0,Teresa,Lopez,265 Slater Street,#122,Manchester,CT,06042,41.8120281,-72.5345938,0,0,Single,1,4740968869,1981-03-15
63,63,2,John,Zinn,1544 Kenilworth Avenue Northeast,,Washington,DC,20019,38.9109476,-76.9349666,1,3,Divorced,1,9351442587,1991-10-25
64,64,1,Richard,Stromberg,333 Saint Charles Avenue,#B2,Fayetteville,AR,72701,36.067786,-94.1607504,0,1,Married,0,2924433373,1969-03-28
65,65,2,Jeremy,Kuhns,8300 Highway 100,,Nashville,TN,37221,36.038777,-86.96481,1,0,Separated,1,2741597352,1950-08-14
66,66,0,Stella,Petch,2906 Clare Avenue,,Nashville,TN,37209,36.162322,-86.821303,1,4,Married,1,4314600545,1986-12-01
67,67,2,David,Booth,3623 Chateau Lane,,Louisville,KY,40219,38.1473803,-85.6954641,0,1,Separated,0,3678411712,1948-09-09
68,68,0,Angela,Valentine,12493 West 84th Circle,,Arvada,CO,80005,39.850675,-105.1410626,0,2,Widowed,0,1478836124,1968-09-25
69,69,1,Gerard,Beitz,15771 West 64th Avenue,,Arvada,CO,80403,39.8126444,-105.1768838,0,4,Married,1,6576950490,1951-06-08
70,70,2,Erin,Roberts,97 Lincoln Street,,Fitchburg,MA,01420,42.586477,-71.785057,1,0,Married,1,1242318528,1961-10-08
71,71,1,Craig,Bertolini,11401 Totem Road,,Anchorage,AK,99516,61.11746900000001,-149.78023,0,4,Widowed,0,3833202199,1953-04-12
72,72,2,John,Gross,4130 Legation Street Northwest,,Washington,DC,20015,38.9619069,-77.08174199999999,1,1,Single,0,2191205550,1978-07-19
73,73,1,Austin,Gardner,3415 Bog Road,,Belvidere,VT,05442,44.757141,-72.632584,1,4,Married,1,1473140601,1984-08-23
74,74,2,Hank,Jansen,18 Hamilton Street Northwest,,Washington,DC,20011,38.95312,-77.0096949,0,2,Single,0,5191322921,1996-05-08
75,75,3,Kim,Crouse,2502 Adrienne Way,,Louisville,KY,40216,38.1718223,-85.84547189999999,0,2,Divorced,0,8003110433,1981-11-15
76,76,3,Randolph,Cohen,133 White Cap Way,,Panama City Beach,FL,32407,30.192765,-85.81634299999999,0,0,Divorced,0,9275423273,1954-11-14
77,77,3,Millard,Nguyen,1326 U.S. 80,#403,Garden City,GA,31408,32.0884125,-81.167345,0,3,Single,0,1738081256,1976-12-19
78,78,1,Misty,Pariente,689 Stableway Road,,Pike Road,AL,36064,32.354837,-86.076679,0,1,Divorced,1,7011774952,1996-06-13
79,79,0,Robert,Reed,7802 Titan Court,,Pasadena,MD,21122,39.1322645,-76.5304743,0,1,Divorced,1,8354954700,1953-06-11
80,80,1,Linda,Munoz,5264 Shafter Avenue,,Oakland,CA,94618,37.839058,-122.256035,0,2,Divorced,1,8225855016,1976-03-14
81,81,3,Charles,Batt,1820 Scenic Avenue,,Berkeley,CA,94709,37.875242,-122.262537,0,3,Married,0,9695042218,1959-06-04
82,82,1,Houston,Roberts,11160 Vosikof Place,,Anchorage,AK,99507,61.11972100000001,-149.726504,1,2,Divorced,1,8713447758,1976-02-16
83,83,0,Flora,Small,2347 Glen Eagle Drive,,Northfield,KY,40222,38.2862836,-85.6299745,1,1,Divorced,0,8672285771,2000-09-17
84,84,2,Joseph,Christmas,1125 West 41st Street,,Savannah,GA,31415,32.0573416,-81.1154395,1,4,Divorced,0,9927566844,1952-12-01
85,85,3,David,Aponte,4250 North Valley Lake Drive,#8,Fayetteville,AR,72703,36.1279064,-94.12180719999999,1,2,Separated,0,3720061288,1949-11-09
86,86,2,Margie,Hasting,4712 Rock Creek Road,,Ardmore,OK,73401,34.182105,-97.19224500000001,1,2,Divorced,0,6086581563,1994-03-05
87,87,2,Jason,Plunk,7100 Old Seward Highway,STE M,Anchorage,AK,99518,61.156074,-149.8653185,1,0,Divorced,1,0589983548,1996-03-21
88,88,2,Shaun,Flye,2806 Bass Street,,Anchorage,AK,99507,61.155044,-149.830059,0,2,Widowed,1,8180582341,1968-05-03
89,89,1,Jack,Clark,2809 Briarcliff Road,,Panama City,FL,32405,30.198979,-85.665559,0,1,Separated,1,5768726037,1962-10-10
90,90,3,Thomas,Allen,95 Central Street,A,Springfield,MA,01105,42.098581,-72.57880999999999,1,2,Widowed,1,6395170309,1974-01-21
91,91,1,Irene,Wright,8505 Waters Avenue,#66,Savannah,GA,31406,31.9901877,-81.1070672,1,4,Widowed,1,2202832899,1968-05-11
92,92,0,Theresa,Martin,184 Woodland Street,,Manchester,CT,06042,41.789232,-72.533294,0,1,Widowed,1,8934802483,1979-01-14
93,93,1,Tracy,Jones,10129 Spring Gate Drive,,Louisville,KY,40241,38.312891,-85.562299,1,3,Separated,1,6564336581,1975-04-08
94,94,0,Pamela,Harvey,120 North Hurstbourne Parkway,#622,Louisville,KY,40222,38.2481391,-85.5788444,1,3,Widowed,1,8323668933,1990-10-01
95,95,1,Andrew,Alier,622 Elaine Drive,,Nashville,TN,37211,36.0835,-86.75201600000001,1,2,Separated,1,7969834076,1999-05-11
96,96,1,Warren,Endicott,20930 Todd Valley Road,,Foresthill,CA,95631,38.989466,-120.883108,0,2,Widowed,0,4090644504,1952-05-08
97,97,1,Jerome,Williams,5116 Emmanuel Avenue,,Anchorage,AK,99508,61.1897802,-149.7867626,1,2,Divorced,1,4372702302,1949-06-01
98,98,0,Ryan,Corvera,1622 Orchard Avenue,,Louisville,KY,40213,38.198791,-85.709931,0,1,Single,1,4526496798,1988-11-07
99,99,1,Napoleon,Schiefelbein,1931 Beauvoir Lake Drive,,Montgomery,AL,36117,32.354542,-86.193607,0,3,Married,0,4132118220,1944-09-25
100,100,0,Daniel,Brust,7966 Chase Circle,#96,Arvada,CO,80003,39.840388,-105.05578,0,0,Married,1,4348966256,1943-03-08
101,101,0,Lillie,Mckinney,4821 Milner Drive,,Nashville,TN,37211,36.074775,-86.733907,0,0,Separated,1,3544357723,1980-11-20
102,102,0,Mariann,Buckner,11843 North 60th Avenue,,Glendale,AZ,85304,33.594584,-112.188319,1,3,Widowed,0,8554657474,1987-04-23
103,103,0,Tina,Lozada,302 Black Sky Lane,,Pasadena,MD,21122,39.1263052,-76.5827778,0,0,Single,0,6640048566,1956-03-15
104,104,2,Myron,Leedy,7817 Moose Run Circle,,Anchorage,AK,99507,61.15001100000001,-149.828868,0,1,Separated,1,7442330960,1941-01-08
105,105,1,Cole,Ford,35805 Alcazar Court,,Fremont,CA,94536,37.563275,-122.026806,0,1,Widowed,1,6059529105,1941-04-11
106,106,1,Teresa,Silvers,120 North Block Avenue,#5,Fayetteville,AR,72701,36.0642888,-94.160419,0,3,Widowed,0,2658834203,1944-10-18
107,107,3,Joseph,Miller,2577 Rhode Island Avenue Northeast,,Washington,DC,20018,38.931902,-76.969579,0,0,Married,1,0443796794,1962-03-19
108,108,0,Sonia,Willis,113 Dove Lane,,Savannah,GA,31406,31.9852832,-81.065208,1,1,Widowed,1,9517167243,1975-07-17
109,109,3,Linda,Aversano,425 Middle Turnpike East,,Manchester,CT,06040,41.7847772,-72.50354829999999,0,1,Married,1,7956423683,1966-12-03
110,110,1,Barbara,Eudy,5843 West McLellan Road,,Glendale,AZ,85301,33.5330898,-112.1857087,1,0,Married,0,8568555969,1986-01-12
111,111,3,Emory,Noland,2410 Pafford Drive,,Nashville,TN,37206,36.189124,-86.716025,0,1,Single,0,8384922463,1991-07-05
112,112,3,John,Green,2324 North Briarwood Lane,,Fayetteville,AR,72703,36.094207,-94.143754,0,1,Divorced,1,3391535885,1983-09-27
113,113,2,Jack,Roberts,228 East Huntingdon Street,,Savannah,GA,31401,32.068676,-81.092193,0,4,Widowed,0,3638333353,1969-04-28
114,114,1,Ruth,Rogers,330 Michell Court,,Livermore,CA,94551,37.690035,-121.759468,0,2,Married,0,3412652020,1999-12-01
115,115,2,Steven,Potter,5603 Dune Creek Trail,,Panama City,FL,32404,30.250925,-85.548013,0,4,Married,0,5112536888,1991-06-10
116,116,0,Elinor,Davis,1521 159th Avenue,,San Leandro,CA,94578,37.70179340000001,-122.1192658,1,1,Separated,1,3581066769,1992-10-26
117,117,0,Della,Clemons,2057 Lucas Street,,Montgomery,AL,36107,32.3934472,-86.2766814,0,1,Married,0,1355998300,1986-06-04
118,118,0,Marvin,Bennett,4207 Ranch Drive,,Edmond,OK,73013,35.615131,-97.484859,0,4,Widowed,1,4611731171,1972-01-25
119,119,0,Shannon,Hernandez,2829 Cambridge Court,,Oklahoma City,OK,73116,35.54268,-97.564402,1,4,Married,0,8888412741,1961-05-18
120,120,1,Brian,Stallworth,2685 California Street,#APT 305,Mountain View,CA,94040,37.4068693,-122.1129728,0,2,Separated,0,3158719728,1947-12-19
121,121,1,Vada,Westendorf,7717 Everett Street,,Arvada,CO,80005,39.836741,-105.0971859,0,1,Separated,0,8762220087,1968-04-18
122,122,1,Nina,Ansell,406 Ashwood Court,,Vacaville,CA,95688,38.3907616,-121.9805548,0,3,Widowed,1,3352200923,1966-12-04
123,123,3,Brett,Bland,5118 Augusta Road,,Garden City,GA,31408,32.115334,-81.1650918,0,0,Separated,1,0914226951,1980-04-22
124,124,0,Jimmie,Thompson,265 Slater Street,#122,Manchester,CT,06042,41.8120281,-72.5345938,1,1,Single,1,3826476815,1970-10-22
125,125,1,Melissa,Lindsey,1430 East Audubon Road,,Montgomery,AL,36111,32.328226,-86.28300399999999,1,3,Widowed,1,2795273902,1944-07-06
126,126,0,Robert,Thompson,9134 Brook Park Drive,,Montgomery,AL,36117,32.3076534,-86.1451185,1,3,Divorced,0,2752805681,1943-10-04
127,127,1,David,Boyd,9200 Gainswood Circle,,Montgomery,AL,36117,32.347772,-86.15277999999999,0,4,Single,0,9405948526,1962-12-22
128,128,1,Mark,Obrion,3013 Sprowl Road,#4,Jeffersontown,KY,40299,38.1966913,-85.5693363,0,1,Divorced,1,6984181989,1974-09-08
129,129,0,Frances,Nicholson,6912 Sunrise Drive,,Panama City,FL,32407,30.201096,-85.758567,1,3,Widowed,1,0462156998,1955-03-18
130,130,2,Robert,Maddox,715 36.1 Road,,Palisade,CO,81526,39.108376,-108.383924,1,4,Divorced,0,6965744772,1994-02-07
131,131,3,Muriel,Huff,22709 Canyon Terrace Drive,#2,Castro Valley,CA,94552,37.688608,-122.042969,1,1,Married,1,5568263572,1999-01-15
132,132,2,Anthony,Cole,9712 Stream View Trail,,Louisville,KY,40258,38.136731,-85.88158,0,3,Divorced,1,7363435208,1950-03-28
133,133,0,Tim,Moore,30 Windermere Drive,,Agawam,MA,01030,42.0700018,-72.65142159999999,0,0,Single,0,8875270242,1943-04-27
134,134,2,Leslie,Espinoza,1537 Northwest 123rd Street,,Oklahoma City,OK,73120,35.5961896,-97.53951699999999,1,4,Married,0,4631836123,1981-11-25
135,135,0,Evelyn,Francis,33 Chesapeake Mobile Court,,Hanover,MD,21076,39.1487192,-76.7167149,1,4,Single,0,9886200021,1963-08-24
136,136,1,Shannon,Katz,4607 Artelia Drive,,Nashville,TN,37013,36.071468,-86.675555,1,1,Married,0,1582970961,1948-11-25
137,137,2,Ladonna,Hanlon,8293 Grayson Grove,,Montgomery,AL,36117,32.3331541,-86.1546573,1,1,Single,0,1038751377,1961-04-09
138,138,1,Barbara,Longsdorf,11 Pine Point Road,,Duxbury,MA,02332,42.0613192,-70.6510247,0,3,Married,0,5809880997,1987-03-17
139,139,1,Irma,Zimmerman,2327 Pomeroy Road Southeast,,Washington,DC,20020,38.857527,-76.98526,0,2,Divorced,1,5579482777,1940-03-28
140,140,0,Candi,Favors,27 Church Street,,Manchester,CT,06040,41.77373499999999,-72.52400999999999,1,4,Single,0,7617068058,1970-04-27
141,141,1,Ramon,Salvadore,2107 Elfen Glen,Apt B,Van Buren,AR,72956,35.469752,-94.364987,0,4,Married,0,6441878703,1983-01-08
142,142,2,John,Cannon,38 Renwick Road,,Melrose,MA,02176,42.47226209999999,-71.06667329999999,1,0,Widowed,0,2709301219,1968-09-04
143,143,0,Ona,Robinson,5370 Business Park Drive,,Montgomery,AL,36116,32.317376,-86.232969,1,4,Separated,1,5719345151,1951-07-18
144,144,3,Humberto,Duplantis,1123 Glenwood Avenue,,Nashville,TN,37204,36.099912,-86.79836999999999,1,0,Single,0,2107842991,1989-07-22
145,145,2,William,Bowen,182 Irving Street,,Manchester,CT,06042,41.7886541,-72.5343043,1,2,Divorced,0,8499118352,1949-03-14
146,146,3,Sally,Wiley,55 Armory Street,#1,Quincy,MA,02169,42.2603503,-71.005144,0,1,Divorced,1,3311367651,1955-04-07
147,147,3,Ann,Case,75 Wilfred Road,,Manchester,CT,06040,41.7657441,-72.5585211,1,1,Separated,0,8554557400,1959-01-06
148,148,2,Allan,Hall,204 North Holt Street,,Montgomery,AL,36104,32.3759869,-86.3206649,0,1,Married,1,5423564439,1955-05-13
149,149,3,Nicolas,Cheek,14 Huntington Street,,Manchester,CT,06040,41.7772379,-72.518456,1,4,Separated,1,7933251816,1999-05-01
150,150,2,Nada,Walsh,65 Jones Lane,,Montevallo,AL,35115,33.096851,-86.846577,0,4,Widowed,0,2905703024,1942-04-02
151,151,0,Charlotte,Bell,4672 A Street Southeast,,Washington,DC,20019,38.88839900000001,-76.934015,0,3,Single,0,8009921513,1996-05-18
152,152,0,Mark,Chalmers,294 East Lakeshore Drive,,Colchester,VT,05446,44.545238,-73.210098,0,3,Married,1,1624959953,1990-06-19
153,153,1,Johnnie,Mcdonald,23 Sable Run Lane,,Methuen,MA,01844,42.759847,-71.157721,0,4,Separated,1,1665015463,1944-11-28
154,154,2,Anthony,Boykin,414 Tanya Pass,,Panama City,FL,32404,30.142348,-85.55865299999999,0,1,Married,0,6335738779,1972-04-03
155,155,2,Betty,Li,2076 North Crossover Road,,Fayetteville,AR,72703,36.0890802,-94.12149649999999,0,3,Widowed,1,8790913287,1993-01-12
156,156,0,Don,Swoope,2098 Lower Newton Street,,Saint Albans City,VT,05478,44.843051,-73.106488,1,4,Widowed,0,7760445654,1950-07-28
157,157,2,Brian,Louie,1609 Porter Avenue,,Nashville,TN,37206,36.196292,-86.725028,0,2,Divorced,1,5485012614,1996-01-09
158,158,2,Mike,Elliott,3318 East Woodbine Road,,Orange,CA,92867,33.835,-117.818473,0,4,Divorced,0,5319000985,1989-06-24
159,159,3,Jan,Jennings,5609 Colorado Avenue Northwest,,Washington,DC,20011,38.9577067,-77.0316656,1,0,Married,1,6916547239,1975-01-24
160,160,1,Sandra,Horn,10001 Pheasant Lane,,Oklahoma City,OK,73162,35.571646,-97.63995700000001,0,2,Widowed,1,4870411548,1972-02-17
161,161,3,Carlota,Shope,403 Turkey Creek Road,,Mathews,AL,36052,32.220426,-86.059168,1,0,Widowed,1,2643759017,1953-03-01
162,162,2,David,Chandler,814 South Pickard Avenue,,Norman,OK,73069,35.206961,-97.45494099999999,1,1,Separated,0,3877208950,1982-11-23
163,163,0,Jerry,Mcmillan,2034 Fairfax Road,,Annapolis,MD,21401,38.9734343,-76.5357427,1,0,Single,1,4137033841,1964-05-13
164,164,0,Kathryn,Shanholtz,82 Linnmore Drive,,Manchester,CT,06040,41.777262,-72.54537499999999,1,1,Married,0,7129656886,1940-07-13
165,165,2,Jose,Stover,305 Brookside Court,,Manchester,CT,06042,41.8018695,-72.5414062,0,1,Single,0,8057228966,1988-12-24
166,166,3,Michael,Rodriguez,3605 Normandy Place South,,Nashville,TN,37209,36.1459501,-86.8276312,1,3,Divorced,0,2662058808,1986-08-27
167,167,3,Dominick,Padilla,57 Bremer Drive,,Glen Burnie,MD,21061,39.178493,-76.636529,0,0,Married,0,8224088995,1978-04-22
168,168,1,Shannon,Broome,1800 East 63rd Street,,Savannah,GA,31404,32.031138,-81.08280099999999,0,4,Married,0,7327030813,1986-09-23
169,169,2,Lori,Quezada,14213 Doc Hawley Street,,Louisville,KY,40245,38.2331551,-85.5028193,1,1,Widowed,0,4079161776,1963-09-28
170,170,3,Laura,Furlong,7024 Johnny Mercer Boulevard,,Savannah,GA,31410,32.022447,-80.969861,0,0,Separated,1,8563347560,1957-01-13
171,171,3,Maurice,Hansen,5036 Jericho Street,,Hartford,VT,05001,43.6858829,-72.393875,0,2,Divorced,0,3645542407,1982-06-01
172,172,3,Diana,Krause,802 East 37th Street,,Savannah,GA,31401,32.054012,-81.087324,0,0,Married,1,2651310017,1949-01-04
173,173,3,Jose,Rivera,4341 Ponds Street Northeast,,Washington,DC,20019,38.9118268,-76.9391389,0,0,Separated,0,3433623918,1966-06-01
174,174,2,Diane,Roode,4695 East Huntsville Road,,Fayetteville,AR,72701,36.0471975,-94.0946286,1,3,Married,0,8294144285,1946-12-22
175,175,0,Lee,Hughes,9545 West 74th Avenue,,Arvada,CO,80005,39.831067,-105.104237,0,4,Separated,1,5207159337,1969-05-10
176,176,3,Micheal,Kocher,3526 Sutton Loop,,Fremont,CA,94536,37.5583435,-121.9995133,0,1,Separated,0,7381952519,1990-12-05
177,177,0,Aurelia,Spagnuolo,4900 Cambridge Way,,Anchorage,AK,99503,61.175974,-149.904861,0,3,Single,1,6569977045,1956-08-28
178,178,3,Stephen,Johnson,4235 Phelan Court,,Montgomery,AL,36116,32.297403,-86.22021500000001,0,2,Separated,0,3166979083,1945-03-23
179,179,3,Valerie,Smith,7192 West Topeka Drive,,Glendale,AZ,85308,33.6583238,-112.2149837,1,2,Separated,1,4087223293,1985-08-16
180,180,2,Barbara,Marsh,14 Tranquil Place,,Pooler,GA,31322,32.08227,-81.26250999999999,1,3,Divorced,0,5971534844,1995-05-28
181,181,0,James,Mehta,11 Alden Court,,Roseville,CA,95678,38.776113,-121.280178,1,3,Married,0,1100523854,1955-03-25
182,182,1,Christopher,Randall,240 54th Avenue North,,Nashville,TN,37209,36.1481224,-86.8526358,1,3,Divorced,1,4473422817,1968-02-11
183,183,3,Tamara,Graff,8935 Cole Drive,,Arvada,CO,80004,39.810298,-105.096769,1,1,Single,0,7890175247,1997-03-08
184,184,3,Wilbur,Lukach,20228 Crabtree Street,,Anchorage,AK,99567,61.403202,-149.492236,0,1,Single,0,7505766052,1942-05-11
185,185,3,Margarite,Shoop,6534 Benton Circle,,Arvada,CO,80003,39.815171,-105.057149,1,4,Divorced,1,5592436093,1960-08-15
186,186,3,Jaunita,Divine,1215 Joseph Avenue,,Nashville,TN,37207,36.192742,-86.77104,0,4,Married,1,5503903170,1961-11-19
187,187,3,Mindy,Latson,7003 9th Street Northwest,,Washington,DC,20012,38.9749667,-77.0253871,0,2,Divorced,0,1137335378,1976-06-02
